id,firstname,lastname,fullname,image_path,dateofbirth,gender,battingstyle,bowlingstyle,position,updated_at,continent_id,continent_name,country_id,country_name,country_image_path
771,Kesrick,Williams,Kesrick Williams,https://cdn.sportmonks.com/images/cricket/players/3/771.png,17-01-1990,m,right-hand-bat,right-arm-fast-medium,Batsman,2020-04-03T07:01:37.000000Z,2,Asia,24150873,West Indies,https://cdn.sportmonks.com/images/countries/png/short/westindies.png
772,Farhan,Malik,Farhan Malik,https://cdn.sportmonks.com/images/cricket/players/4/772.png,25-02-1995,m,right-hand-bat,slow-left-arm-orthodox,Bowler,2020-04-02T04:36:02.000000Z,6,North America,1004,Canada,https://cdn.sportmonks.com/images/countries/png/short/ca.png
773,Usama,Mir,Usama Mir,https://cdn.sportmonks.com/images/cricket/players/5/773.png,23-12-1995,m,right-hand-bat,legbreak,Bowler,2020-02-23T10:45:58.000000Z,2,Asia,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png
774,Nitish,Kumar,Nitish Kumar,https://cdn.sportmonks.com/images/cricket/players/6/774.png,21-05-1994,m,right-hand-bat,right-arm-offbreak,Bowler,2020-04-06T05:21:22.000000Z,6,North America,1004,Canada,https://cdn.sportmonks.com/images/countries/png/short/ca.png
775,Nizakat,Khan,Nizakat Khan,https://cdn.sportmonks.com/images/cricket/players/7/775.png,08-07-1992,m,right-hand-bat,legbreak,Bowler,2020-04-06T05:22:01.000000Z,2,Asia,64306,Hong Kong,https://cdn.sportmonks.com/images/countries/png/short/hk.png
776,Mohammad,Umair,Mohammad Umair,https://cdn.sportmonks.com/images/cricket/players/8/776.png,31-10-1994,m,right-hand-bat,,Bowler,2020-04-05T06:15:49.000000Z,6,North America,1004,Canada,https://cdn.sportmonks.com/images/countries/png/short/ca.png
777,Mohammad,Sami,Mohammad Sami,https://cdn.sportmonks.com/images/cricket/players/9/777.png,24-02-1981,m,right-hand-bat,right-arm-fast,Bowler,2020-04-05T06:16:06.000000Z,2,Asia,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png
778,Imran,Nazir,Imran Nazir,https://cdn.sportmonks.com/images/cricket/players/10/778.png,16-12-1981,m,right-hand-bat,legbreak,Batsman,2020-04-02T11:38:31.000000Z,2,Asia,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png
779,Benny,Howell,Benny Howell,https://cdn.sportmonks.com/images/cricket/players/11/779.png,05-10-1988,m,right-hand-bat,right-arm-fast-medium,Allrounder,2020-04-01T03:15:27.000000Z,1,Europe,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png
780,Liam,Livingstone,Liam Livingstone,https://cdn.sportmonks.com/images/cricket/players/12/780.png,04-08-1993,m,right-hand-bat,legbreak,Allrounder,2023-03-26T20:06:08.000000Z,1,Europe,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png
781,Adam,Lyth,Adam Lyth,https://cdn.sportmonks.com/images/cricket/players/13/781.png,25-09-1987,m,left-hand-bat,right-arm-offbreak,Batsman,2020-03-31T04:12:51.000000Z,1,Europe,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png
782,Roelof,van der Merwe,Roelof van der Merwe,https://cdn.sportmonks.com/images/cricket/players/14/782.png,31-12-1984,m,right-hand-bat,slow-left-arm-orthodox,Allrounder,2020-04-06T09:08:39.000000Z,1,Europe,38,Netherlands,https://cdn.sportmonks.com/images/countries/png/short/nl.png
783,Richard,Gleeson,Richard Gleeson,https://cdn.sportmonks.com/images/cricket/players/15/783.png,02-12-1987,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-06T08:05:25.000000Z,1,Europe,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png
784,Sohail,Khan,Sohail Khan,https://cdn.sportmonks.com/images/cricket/players/16/784.png,06-03-1984,m,right-hand-bat,right-arm-fast-medium,Batsman,2020-04-08T04:38:18.000000Z,2,Asia,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png
785,Jade,Dernbach,Jade Dernbach,https://cdn.sportmonks.com/images/cricket/players/17/785.png,03-03-1986,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-02T15:05:03.000000Z,1,Europe,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png
786,Tom,Moores,Tom Moores,https://cdn.sportmonks.com/images/cricket/players/18/786.png,04-09-1996,m,left-hand-bat,,Wicketkeeper,2020-04-08T08:06:53.000000Z,1,Europe,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png
787,Shane,Watson,Shane Watson,https://cdn.sportmonks.com/images/cricket/players/19/787.png,17-06-1981,m,right-hand-bat,right-arm-fast-medium,Allrounder,2020-02-06T04:59:45.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
788,Mohammad,Irfan Jr.,Mohammad Irfan Jr.,https://cdn.sportmonks.com/images/cricket/players/20/788.png,15-05-1995,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-05T06:17:17.000000Z,2,Asia,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png
789,Joe,Clarke,Joe Clarke,https://cdn.sportmonks.com/images/cricket/players/21/789.png,26-05-1996,m,right-hand-bat,,Top Order Batter,2023-03-16T04:30:32.000000Z,1,Europe,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png
790,Morne,Morkel,Morne Morkel,https://cdn.sportmonks.com/images/cricket/players/22/790.png,06-10-1984,m,left-hand-bat,right-arm-fast,Bowler,2020-04-05T13:18:28.000000Z,3,Africa,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
791,Aamer,Yamin,Aamer Yamin,https://cdn.sportmonks.com/images/cricket/players/23/791.png,26-06-1990,m,right-hand-bat,right-arm-fast-medium,Allrounder,2020-02-04T09:21:11.000000Z,2,Asia,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png
792,Harry,Gurney,Harry Gurney,https://cdn.sportmonks.com/images/cricket/players/24/792.png,25-10-1986,m,right-hand-bat,left-arm-fast-medium,Bowler,2020-04-02T07:37:23.000000Z,1,Europe,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png
793,Chris,Green,Chris Green,https://cdn.sportmonks.com/images/cricket/players/25/793.png,01-10-1993,m,right-hand-bat,right-arm-offbreak,Bowling Allrounder,2023-03-15T08:44:26.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
794,Kennar,Lewis,Kennar Lewis,https://cdn.sportmonks.com/images/cricket/players/26/794.png,18-08-1991,m,right-hand-bat,,Batsman,2020-04-03T06:57:36.000000Z,2,Asia,24150873,West Indies,https://cdn.sportmonks.com/images/countries/png/short/westindies.png
795,Rilee,Rossouw,Rilee Rossouw,https://cdn.sportmonks.com/images/cricket/players/27/795.png,09-10-1989,m,left-hand-bat,right-arm-offbreak,Batsman,2023-03-23T15:39:26.000000Z,3,Africa,146,South Africa,https://cdn.sportmonks.com/images/countries/png/short/za.png
796,Samit,Patel,Samit Patel,https://cdn.sportmonks.com/images/cricket/players/28/796.png,30-11-1984,m,right-hand-bat,slow-left-arm-orthodox,Allrounder,2020-04-07T08:00:26.000000Z,1,Europe,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png
797,Shan,Masood,Shan Masood,https://cdn.sportmonks.com/images/cricket/players/29/797.png,14-10-1989,m,left-hand-bat,right-arm-fast-medium,Batsman,2020-04-07T09:18:38.000000Z,2,Asia,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png
798,Peter,Trego,Peter Trego,https://cdn.sportmonks.com/images/cricket/players/30/798.png,12-06-1981,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-06T05:56:44.000000Z,1,Europe,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png
799,Imad,Wasim,Imad Wasim,https://cdn.sportmonks.com/images/cricket/players/31/799.png,18-12-1988,m,left-hand-bat,slow-left-arm-orthodox,Allrounder,2020-02-23T10:37:36.000000Z,2,Asia,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png
800,Waqas,Maqsood,Waqas Maqsood,https://cdn.sportmonks.com/images/cricket/players/0/800.png,04-11-1987,m,left-hand-bat,left-arm-fast-medium,Bowler,2020-04-09T04:58:06.000000Z,2,Asia,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png
801,Corey,Anderson,Corey Anderson,https://cdn.sportmonks.com/images/cricket/players/1/801.png,13-12-1990,m,left-hand-bat,left-arm-fast-medium,Allrounder,2020-04-01T09:42:19.000000Z,4,Oceania,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png
802,Ajaz,Patel,Ajaz Patel,https://cdn.sportmonks.com/images/cricket/players/2/802.png,21-10-1988,m,left-hand-bat,slow-left-arm-orthodox,Bowler,2020-03-31T07:20:22.000000Z,4,Oceania,2817,New Zealand,https://cdn.sportmonks.com/images/countries/png/short/nz.png
803,Brian,Chari,Brian Chari,https://cdn.sportmonks.com/images/cricket/players/3/803.png,14-02-1992,m,right-hand-bat,right-arm-offbreak,Batsman,2020-04-01T03:53:47.000000Z,3,Africa,2325,Zimbabwe,https://cdn.sportmonks.com/images/countries/png/short/zw.png
804,Regis,Chakabva,Regis Chakabva,https://cdn.sportmonks.com/images/cricket/players/4/804.png,20-09-1987,m,right-hand-bat,right-arm-offbreak,Wicketkeeper,2020-04-06T08:00:13.000000Z,3,Africa,2325,Zimbabwe,https://cdn.sportmonks.com/images/countries/png/short/zw.png
805,Ryan,Burl,Ryan Burl,https://cdn.sportmonks.com/images/cricket/players/5/805.png,15-04-1994,m,left-hand-bat,legbreak,Middle Order Batter,2023-03-17T12:20:01.000000Z,3,Africa,2325,Zimbabwe,https://cdn.sportmonks.com/images/countries/png/short/zw.png
812,Navneet,Dhaliwal,Navneet Dhaliwal,https://cdn.sportmonks.com/images/cricket/players/12/812.png,10-10-1988,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-06T04:34:36.000000Z,6,North America,1004,Canada,https://cdn.sportmonks.com/images/countries/png/short/ca.png
815,Axar,Patel,Axar Patel,https://cdn.sportmonks.com/images/cricket/players/15/815.png,20-01-1994,m,left-hand-bat,slow-left-arm-orthodox,Allrounder,2023-05-02T14:14:43.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
818,Anshuman,Rath,Anshuman Rath,https://cdn.sportmonks.com/images/cricket/players/18/818.png,05-11-1997,m,left-hand-bat,slow-left-arm-orthodox,Wicketkeeper,2020-03-31T14:43:44.000000Z,2,Asia,64306,Hong Kong,https://cdn.sportmonks.com/images/countries/png/short/hk.png
821,Aizaz,Khan,Aizaz Khan,https://cdn.sportmonks.com/images/cricket/players/21/821.png,21-03-1993,m,right-hand-bat,right-arm-fast-medium,Allrounder,2020-03-31T07:18:37.000000Z,2,Asia,64306,Hong Kong,https://cdn.sportmonks.com/images/countries/png/short/hk.png
824,Cameron,McAuslan,Cameron McAuslan,https://cdn.sportmonks.com/images/cricket/players/24/824.png,01-06-1998,m,right-hand-bat,right-arm-fast-medium,Batsman,2020-04-01T04:08:17.000000Z,2,Asia,64306,Hong Kong,https://cdn.sportmonks.com/images/countries/png/short/hk.png
827,Christopher,Carter,Christopher Carter,https://cdn.sportmonks.com/images/cricket/players/27/827.png,09-09-1997,m,right-hand-bat,,Wicketkeeper,2020-04-01T08:35:57.000000Z,2,Asia,64306,Hong Kong,https://cdn.sportmonks.com/images/countries/png/short/hk.png
830,Ehsan,Khan,Ehsan Khan,https://cdn.sportmonks.com/images/cricket/players/30/830.png,27-12-1984,m,right-hand-bat,right-arm-offbreak,Bowler,2020-04-02T01:45:27.000000Z,2,Asia,64306,Hong Kong,https://cdn.sportmonks.com/images/countries/png/short/hk.png
833,Ehsan,Nawaz,Ehsan Nawaz,https://cdn.sportmonks.com/images/cricket/players/1/833.png,21-03-1995,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-02T01:46:02.000000Z,2,Asia,64306,Hong Kong,https://cdn.sportmonks.com/images/countries/png/short/hk.png
836,Haroon,Arshad,Haroon Arshad,https://cdn.sportmonks.com/images/cricket/players/4/836.png,06-09-1999,m,right-hand-bat,right-arm-fast-medium,Allrounder,2020-02-21T09:10:39.000000Z,2,Asia,64306,Hong Kong,https://cdn.sportmonks.com/images/countries/png/short/hk.png
839,Kinchit,Shah,Kinchit Shah,https://cdn.sportmonks.com/images/cricket/players/7/839.png,09-12-1995,m,left-hand-bat,right-arm-offbreak,Batsman,2020-04-03T07:22:23.000000Z,2,Asia,64306,Hong Kong,https://cdn.sportmonks.com/images/countries/png/short/hk.png
842,Nadeem,Ahmed,Nadeem Ahmed,https://cdn.sportmonks.com/images/cricket/players/10/842.png,28-09-1987,m,right-hand-bat,slow-left-arm-orthodox,Bowler,2020-04-05T18:10:02.000000Z,2,Asia,64306,Hong Kong,https://cdn.sportmonks.com/images/countries/png/short/hk.png
845,Raag,Kapur,Raag Kapur,https://cdn.sportmonks.com/images/cricket/players/13/845.png,22-02-1999,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-06T06:40:17.000000Z,2,Asia,64306,Hong Kong,https://cdn.sportmonks.com/images/countries/png/short/hk.png
848,Scott,McKechnie,Scott McKechnie,https://cdn.sportmonks.com/images/cricket/players/16/848.png,06-08-1991,m,right-hand-bat,,Wicketkeeper,2020-04-07T08:57:00.000000Z,2,Asia,64306,Hong Kong,https://cdn.sportmonks.com/images/countries/png/short/hk.png
851,Tanveer,Ahmed,Tanveer Ahmed,https://cdn.sportmonks.com/images/cricket/players/19/851.png,18-09-1997,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-08T07:37:02.000000Z,2,Asia,64306,Hong Kong,https://cdn.sportmonks.com/images/countries/png/short/hk.png
854,Tanwir,Afzal,Tanwir Afzal,https://cdn.sportmonks.com/images/cricket/players/22/854.png,12-06-1988,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-08T07:37:42.000000Z,2,Asia,64306,Hong Kong,https://cdn.sportmonks.com/images/countries/png/short/hk.png
857,Waqas,Khan,Waqas Khan,https://cdn.sportmonks.com/images/cricket/players/25/857.png,10-03-1999,m,right-hand-bat,right-arm-fast-medium,Batsman,2020-04-09T04:59:02.000000Z,2,Asia,64306,Hong Kong,https://cdn.sportmonks.com/images/countries/png/short/hk.png
860,Aftab,Hussain,Aftab Hussain,https://cdn.sportmonks.com/images/cricket/players/28/860.png,17-11-1997,m,right-hand-bat,slow-left-arm-orthodox,Bowler,2020-03-31T04:56:37.000000Z,2,Asia,64306,Hong Kong,https://cdn.sportmonks.com/images/countries/png/short/hk.png
863,Ziaur Rahman,Sharifi,Ziaur Rahman Sharifi,https://cdn.sportmonks.com/images/cricket/players/31/863.png,17-10-1998,m,right-hand-bat,right-arm-fast-medium,Batsman,2020-09-14T04:21:35.000000Z,2,Asia,43444,Afghanistan,https://cdn.sportmonks.com/images/countries/png/short/af.png
866,Munir,Ahmad,Munir Ahmad,https://cdn.sportmonks.com/images/cricket/players/2/866.png,01-02-1996,m,right-hand-bat,,Wicketkeeper,2020-02-04T09:44:50.000000Z,2,Asia,43444,Afghanistan,https://cdn.sportmonks.com/images/countries/png/short/af.png
869,Siddarth,Kaul,Siddarth Kaul,https://cdn.sportmonks.com/images/cricket/players/5/869.png,19-05-1990,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-08T04:25:18.000000Z,2,Asia,153732,India,https://cdn.sportmonks.com/images/countries/png/short/in.png
872,Sean,Abbott,Sean Abbott,https://cdn.sportmonks.com/images/cricket/players/8/872.png,29-02-1992,m,right-hand-bat,right-arm-fast-medium,Allrounder,2023-03-15T08:15:57.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
875,Harry,Conway,Harry Conway,https://cdn.sportmonks.com/images/cricket/players/11/875.png,17-09-1992,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-02T07:38:21.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
878,Trent,Copeland,Trent Copeland,https://cdn.sportmonks.com/images/cricket/players/14/878.png,14-03-1986,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-08T08:57:38.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
881,Jack,Edwards,Jack Edwards,https://cdn.sportmonks.com/images/cricket/players/17/881.png,19-04-2000,m,right-hand-bat,right-arm-fast-medium,Batsman,2020-04-02T13:03:25.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
884,Mickey,Edwards,Mickey Edwards,https://cdn.sportmonks.com/images/cricket/players/20/884.png,23-12-1994,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-05T05:46:29.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
887,Ryan,Gibson,Ryan Gibson,https://cdn.sportmonks.com/images/cricket/players/23/887.png,30-12-1993,m,right-hand-bat,right-arm-fast-medium,Middle Order Batter,2023-03-16T04:56:11.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
890,Daniel,Hughes,Daniel Hughes,https://cdn.sportmonks.com/images/cricket/players/26/890.png,16-02-1989,m,left-hand-bat,right-arm-fast-medium,Top Order Batter,2023-03-15T08:24:19.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
893,Nick,Larkin,Nick Larkin,https://cdn.sportmonks.com/images/cricket/players/29/893.png,01-05-1990,m,right-hand-bat,,Batsman,2023-03-16T04:41:46.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
896,Steve,O'Keefe,Steve O'Keefe,https://cdn.sportmonks.com/images/cricket/players/0/896.png,09-12-1984,m,right-hand-bat,slow-left-arm-orthodox,Allrounder,2020-04-08T05:00:34.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
899,Kurtis,Patterson,Kurtis Patterson,https://cdn.sportmonks.com/images/cricket/players/3/899.png,05-05-1993,m,left-hand-bat,right-arm-offbreak,Middle Order Batter,2023-03-15T08:23:02.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
902,Daniel,Sams,Daniel Sams,https://cdn.sportmonks.com/images/cricket/players/6/902.png,27-10-1992,m,right-hand-bat,left-arm-fast-medium,Allrounder,2020-12-14T18:47:09.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
905,Jason,Sangha,Jason Sangha,https://cdn.sportmonks.com/images/cricket/players/9/905.png,08-09-1999,m,right-hand-bat,legbreak,Batsman,2020-04-03T04:53:42.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
908,Callum,Ferguson,Callum Ferguson,https://cdn.sportmonks.com/images/cricket/players/12/908.png,21-11-1984,m,right-hand-bat,right-arm-fast-medium,Batsman,2020-02-06T05:00:06.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
911,Spencer,Johnson,Spencer Johnson,https://cdn.sportmonks.com/images/cricket/placeholder.png,16-12-1995,m,left-hand-bat,,Bowler,2020-04-08T04:45:47.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
914,Kamindu,Mendis,Kamindu Mendis,https://cdn.sportmonks.com/images/cricket/players/18/914.png,30-09-1998,m,left-hand-bat,right-arm-offbreak,Allrounder,2023-03-17T12:17:38.000000Z,2,Asia,38404,Sri Lanka,https://cdn.sportmonks.com/images/countries/png/short/lk.png
920,Luke,Feldman,Luke Feldman,https://cdn.sportmonks.com/images/cricket/players/24/920.png,01-08-1984,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-04T05:23:54.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
923,Charlie,Hemphrey,Charlie Hemphrey,https://cdn.sportmonks.com/images/cricket/players/27/923.png,31-08-1989,m,right-hand-bat,right-arm-offbreak,Batsman,2020-07-27T12:55:10.000000Z,1,Europe,462,England,https://cdn.sportmonks.com/images/countries/png/short/gb.png
926,Lachlan,Pfeffer,Lachlan Pfeffer,https://cdn.sportmonks.com/images/cricket/players/30/926.png,08-04-1991,m,left-hand-bat,,Wicketkeeper,2020-04-04T04:37:14.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
929,Sam,Truloff,Sam Truloff,https://cdn.sportmonks.com/images/cricket/players/1/929.png,24-03-1993,m,right-hand-bat,legbreak,Batsman,2020-04-07T07:56:29.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
932,Jackson,Bird,Jackson Bird,https://cdn.sportmonks.com/images/cricket/players/4/932.png,11-12-1986,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-02-06T05:30:23.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
935,Nick,Buchanan,Nick Buchanan,https://cdn.sportmonks.com/images/cricket/players/7/935.png,03-04-1991,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-06T04:50:00.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
938,Jake,Doran,Jake Doran,https://cdn.sportmonks.com/images/cricket/players/10/938.png,02-12-1996,m,left-hand-bat,left-arm-fast-medium,Wicketkeeper,2020-04-02T15:11:07.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
944,Jordan,Silk,Jordan Silk,https://cdn.sportmonks.com/images/cricket/players/16/944.png,13-04-1992,m,right-hand-bat,,Middle Order Batter,2023-03-15T08:25:14.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
947,Xavier,Bartlett,Xavier Bartlett,https://cdn.sportmonks.com/images/cricket/players/19/947.png,17-12-1998,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-09T05:14:01.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
950,Tom,O'Connell,Tom O'Connell,https://cdn.sportmonks.com/images/cricket/placeholder.png,14-06-2000,m,left-hand-bat,legbreak,Bowler,2022-09-20T11:23:27.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
953,Mohammad,Sardar,Mohammad Sardar,https://cdn.sportmonks.com/images/cricket/players/25/953.png,22-09-1999,m,right-hand-bat,,Wicketkeeper,2023-03-18T22:16:04.000000Z,2,Asia,43444,Afghanistan,https://cdn.sportmonks.com/images/countries/png/short/af.png
956,Jay,Lenton,Jay Lenton,https://cdn.sportmonks.com/images/cricket/players/28/956.png,10-08-1990,m,left-hand-bat,,Wicketkeeper,2020-04-03T04:58:54.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
959,Abdullah,Mazari,Abdullah Mazari,https://cdn.sportmonks.com/images/cricket/players/31/959.png,01-01-1987,m,left-hand-bat,slow-left-arm-orthodox,Bowler,2020-03-30T15:35:58.000000Z,2,Asia,43444,Afghanistan,https://cdn.sportmonks.com/images/countries/png/short/af.png
962,Younas,Ahmadzai,Younas Ahmadzai,https://cdn.sportmonks.com/images/cricket/players/2/962.png,16-11-1995,m,right-hand-bat,right-arm-offbreak,Batsman,2020-04-09T05:21:40.000000Z,2,Asia,43444,Afghanistan,https://cdn.sportmonks.com/images/countries/png/short/af.png
965,Jimmy,Peirson,Jimmy Peirson,https://cdn.sportmonks.com/images/cricket/players/5/965.png,13-10-1992,m,right-hand-bat,,Wicketkeeper,2020-04-03T05:14:07.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
968,Gurinder,Sandhu,Gurinder Sandhu,https://cdn.sportmonks.com/images/cricket/players/8/968.png,14-06-1993,m,left-hand-bat,right-arm-fast-medium,Bowler,2023-03-15T08:32:26.000000Z,4,Oceania,98,Australia,https://cdn.sportmonks.com/images/countries/png/short/au.png
971,Jahurul,Islam,Jahurul Islam,https://cdn.sportmonks.com/images/cricket/players/11/971.png,12-12-1986,m,right-hand-bat,right-arm-offbreak,Batsman,2020-02-19T10:07:16.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
974,Shariful,Islam,Shariful Islam,https://cdn.sportmonks.com/images/cricket/players/14/974.png,03-06-2001,m,left-hand-bat,left-arm-fast-medium,Bowler,2020-02-19T10:53:31.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
980,Al,Amin,Al Amin,https://cdn.sportmonks.com/images/cricket/players/20/980.png,05-10-1993,m,right-hand-bat,right-arm-offbreak,Allrounder,2020-03-31T07:39:28.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
983,Subashis,Roy,Subashis Roy,https://cdn.sportmonks.com/images/cricket/players/23/983.png,29-11-1988,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-08T05:06:50.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
986,Junaid,Siddique,Junaid Siddique,https://cdn.sportmonks.com/images/cricket/players/26/986.png,30-10-1987,m,left-hand-bat,right-arm-offbreak,Batsman,2020-02-19T10:02:42.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
989,Tanvir,Islam,Tanvir Islam,https://cdn.sportmonks.com/images/cricket/players/29/989.png,25-10-1996,m,,,Bowler,2019-01-06T12:07:49.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
992,Mahidul,Islam Ankon,Mahidul Islam Ankon,https://cdn.sportmonks.com/images/cricket/players/0/992.png,04-05-1999,m,right-hand-bat,,Wicketkeeper,2020-04-04T05:55:55.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
995,Sunzamul,Islam,Sunzamul Islam,https://cdn.sportmonks.com/images/cricket/players/3/995.png,17-01-1990,m,left-hand-bat,slow-left-arm-orthodox,Bowler,2020-04-08T05:45:40.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
998,Khaled,Ahmed,Khaled Ahmed,https://cdn.sportmonks.com/images/cricket/players/6/998.png,20-09-1992,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-02-19T10:10:16.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
1001,Nayeem,Hasan,Nayeem Hasan,https://cdn.sportmonks.com/images/cricket/players/9/1001.png,02-12-2000,m,right-hand-bat,right-arm-offbreak,Bowler,2020-04-06T04:36:03.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
1004,Mohammad,Ashraful,Mohammad Ashraful,https://cdn.sportmonks.com/images/cricket/players/12/1004.png,07-07-1984,m,right-hand-bat,right-arm-offbreak,Batsman,2020-02-19T09:59:41.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
1007,Robiul,Haque,Robiul Haque,https://cdn.sportmonks.com/images/cricket/players/15/1007.png,28-10-1999,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-06T09:07:27.000000Z,2,Asia,155043,Bangladesh,https://cdn.sportmonks.com/images/countries/png/short/bd.png
1010,Yasir,Ali,Yasir Ali,https://cdn.sportmonks.com/images/cricket/players/18/1010.png,15-10-1985,m,right-hand-bat,right-arm-fast-medium,Bowler,2020-04-09T05:18:50.000000Z,2,Asia,52126,Pakistan,https://cdn.sportmonks.com/images/countries/png/short/pk.png
